municipality,refined_name_key
Mercaderes,mercaderes
Miranda,miranda
Mit•À_,mit•À_
Mocoa,mocoa
Mogotes,mogotes
Momil,momil
Mompos,mompos
Montebello,montebello
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Mo•À_itos,mo•À_itos
Morales,morales
Murind•À_,murind•À_
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
N•À_taga,n•À_taga
Natagaima,natagaima
Necocl•À_,necocl•À_
Neira,neira
Neiva,neiva
Oca•À_a,oca•À_a
Oporapa,oporapa
Ortega,ortega
Ovejas,ovejas
P•À_ez,p•À_ez
Pailitas,pailitas
Palmira,palmira
Palmito,palmito
Palocabildo,palocabildo
Pasto,pasto
Patia (El Bordo),patia (el bordo)
Pelaya,pelaya
Pensilvania,pensilvania
Pe•À_ol,pe•À_ol
Peque,peque
Pereira,pereira
Piendam•À_,piendam•À_
Pitalito,pitalito
Planeta Rica,planeta rica
Plato,plato
Ponedera,ponedera
Popay•À_n,popay•À_n
Pradera,pradera
Prado,prado
Pueblo Bello,pueblo bello
Pueblo Nuevo,pueblo nuevo
Pueblo Rico,pueblo rico
Pueblo Viejo,pueblo viejo
Pueblorrico,pueblo rico
Puerto Berr•À_o,puerto berr•À_o
Puerto Concordia,puerto concordia
Puerto Escondido,puerto escondido
Puerto Libertador,puerto libertador
Puerto Nare,puerto nare
Puerto Rico,puerto rico
Puerto Santander,puerto santander
Puerto Tejada,puerto tejada
Puerto Wilches,puerto wilches
Purificaci•À_n,purificaci•À_n
Quibd•À_,quibd•À_
Quinchia,quinchia
Quipile,quipile
Ragonvalia,ragonvalia
Remedios,remedios
Remolino,remolino
Repel•À_n,repel•À_n
Restrepo,restrepo
Retiro,retiro
R•À_o de Oro,r•À_o de oro
R•À_o Viejo,r•À_o viejo
Rioblanco,rioblanco
Riofr•À_o,riofr•À_o
Riohacha,riohacha
Rionegro,rionegro
Riosucio,riosucio
Risaralda,risaralda
Rivera,rivera
Rosas,rosas
Rovira,rovira
Sabana de Torres,sabana de torres
Sabanalarga,sabanalarga
Sabanas de San •À_ngel,sabanas de san •À_ngel
Sahag•À_n,sahag•À_n
Salamina,salamina
Saman•À_,saman•À_
San Agust•À_n,san agust•À_n
San Alberto,san alberto
San Andr_s,san andr_s
San Antonio,san antonio
San Benito Abad,san benito abad
San Bernardo del Viento,san bernardo del viento
San Carlos,san carlos
San Cayetano,san cayetano
San Cristobal,san cristobal
San Estanislao,san estanislao
San Francisco,san francisco
San Jacinto,san jacinto
San Jos_ del Fragua,san jos_ del fragua
San Juan de Arama,san juan de arama
San Juan de Betulia,san juan de betulia
San Juan de Cesar,san juan de cesar
San Juan Nepomuceno,san juan nepomuceno
San Luis,san luis
San Mart•À_n,san mart•À_n
San Martin de Loba,san martin de loba
San Onofre,san onofre
San Pablo,san pablo
San Pedro,san pedro
San Pedro de los Milagros,san pedro de los milagros
San Rafael,san rafael
San Vicente,san vicente
San Vicente de Chucuri,san vicente de chucuri
Santa B•À_rbara,santa b•À_rbara
Santa Isabel,santa isabel
Santa Marta,santa marta
Santa Rosa de Cabal,santa rosa de cabal
Santa Rosa de Osos,santa rosa de osos
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Santo Domingo,santo domingo
Santuario,santuario
Sardinata,sardinata
Sardinata y Tib•À_,sardinata y tib•À_
Segovia,segovia
Sevilla,sevilla
Silvia,silvia
Simacota,simacota
Sincelejo,sincelejo
Sitio Nuevo,sitio nuevo
Soacha,soacha
Socorro,socorro
Solano,solano
Soledad,soledad
Sons•À_n,sons•À_n
Soplaviento,soplaviento
Sotar•À_,sotar•À_
Suaita,suaita
Sucre,sucre
Surat•À_,surat•À_
Tamalameque,tamalameque
T•À_mesis,t•À_mesis
Tarso,tarso
Tenerife,tenerife
Teorama,teorama
Teruel,teruel
Tib•À_,tib•À_
Tierralta,tierralta
Timan•À_,timan•À_
Timb•À_o,timb•À_o
Titirib•À_,titirib•À_
Toledo,toledo
Toluviejo,toluviejo
Torib•À_o,torib•À_o
Toro,toro
Totor•À_,totor•À_
Trinidad,trinidad
Trujillo,trujillo
Tubar•À_,tubar•À_
Tulu•À_,tulu•À_
Tumaco,tumaco
Turbaco,turbaco
Turbo,turbo
Ungu•À_a,ungu•À_a
Urrao,urrao
Urumita,urumita
Valencia,valencia
Valledupar,valledupar
Valparaiso,valparaiso
Vegach•À_,vegach•À_
Venadillo,venadillo
Venecia,venecia
Venezuela,venezuela
Vetas,vetas
Vig•À_a del Fuerte,vig•À_a del fuerte
Villa del Rosario,villa del rosario
Villanueva,villanueva
Villavicencio,villavicencio
Viot•À_,viot•À_
Yacop•À_,yacop•À_
Yal•À_,yal•À_
Yarumal,yarumal
Yolomb•À_,yolomb•À_
Yond•À_,yond•À_
Yopal,yopal
Yumbo,yumbo
Zambrano,zambrano
Zaragoza,zaragoza
Abejorral,abejorral
Acac•À_as,acac•À_as
Acand•À_,acand•À_
Acevedo,acevedo
Ach•À_,ach•À_
Aguachica,aguachica
Aguadas,aguadas
Agust•À_n Codazzi,agust•À_n codazzi
Alejandr•À_a,alejandr•À_a
Altamira,altamira
Altos del Rosario,altos del rosario
Amag•À_,amag•À_
Amalfi,amalfi
Andes,andes
Anor•À_,anor•À_
Anserma,anserma
Apartad•À_,apartad•À_
Aracataca,aracataca
Aranzazu,aranzazu
Arauca,arauca
Arauquita,arauquita
Arboledas,arboledas
Arjona,arjona
Barbacoas,barbacoas
Barbosa,barbosa
Barrancabermeja,barrancabermeja
Barrancas,barrancas
Barranquilla,barranquilla
Bel_n de los Andaqu•À_es,bel_n de los andaqu•À_es
Bello,bello
Betulia,betulia
Bogot•À_ D.C.,bogot•À_ d.c.
Bol•À_var,bol•À_var
Bosconia,bosconia
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Buenos Aires  ,buenos aires
Buga,buga
Buritic•À_,buritic•À_
Caicedo,caicedo
Cajamarca,cajamarca
Calamar,calamar
Caldas,caldas
Caldono,caldono
Calima,calima
Caloto,caloto
Campamento,campamento
Campoalegre,campoalegre
Cantagallo,cantagallo
Ca•À_asgordas ,ca•À_asgordas
Caparrap•À_,caparrap•À_
Capitanejo,capitanejo
Carepa,carepa
Carmen de Viboral,carmen de viboral
Carolina,carolina
Cartagena,cartagena
Cerrito,cerrito
Chal•À_n,chal•À_n
Chaparral,chaparral
Chigorod•À_,chigorod•À_
Chim•À_,chim•À_
Chimichagua,chimichagua
Chinacota,chinacota
Chinchin•À_,chinchin•À_
Chin•À_,chin•À_
Chiriguan•À_,chiriguan•À_
Cienaga,cienaga
Cocorn•À_,cocorn•À_
Coloso,coloso
Concepci•À_n,concepci•À_n
Concordia,concordia
Convenci•À_n,convenci•À_n
Corinto,corinto
Coromoro,coromoro
Covarachia,covarachia
C•À_cuta,c•À_cuta
Cumaral,cumaral
Cumbitara,cumbitara
Dabeiba,dabeiba
Dagua,dagua
Dolores,dolores
Don Mat•À_as,don mat•À_as
El Bagre,el bagre
El Carmen,el carmen
El Carmen de Atrato,el carmen de atrato
El Carmen de Bol•À_var,el carmen de bol•À_var
El Carmen del Dari_n,el carmen del dari_n
El Cerrito,el cerrito
El Copey,el copey
El Guacamayo,el guacamayo
El Paujil,el paujil
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Enciso,enciso
Filadelfia,filadelfia
Florencia,florencia
Florida,florida
Floridablanca,floridablanca
Fortul,fortul
Fredonia,fredonia
Fresno,fresno
Frontino,frontino
Fuente de Oro,fuente de oro
Fusagasug•À_,fusagasug•À_
Galeras,galeras
Garz•À_n,garz•À_n
Girardota,girardota
Gir•À_n,gir•À_n
Gramalote,gramalote
Granada,granada
Guadalupe,guadalupe
Guarne,guarne
Guatap_,guatap_
Guatica,guatica
Hacari,hacari
Hato Corozal,hato corozal
Herveo,herveo
Ipiales,ipiales
Isnos,isnos
Ituango,ituango
Jamund•À_,jamund•À_
Jurad•À_ ,jurad•À_
La Ceja,la ceja
La Celia,la celia
La Florida,la florida
La Gloria,la gloria
La Jagua de Ib•À_rico,la jagua de ib•À_rico
La Macarena,la macarena
La Monta•À_ita,la monta•À_ita
La Paz,la paz
La Playa,la playa
La Uni•À_n,la uni•À_n
La Vega,la vega
Lebrija,lebrija
Lejan•À_as,lejan•À_as
Los Palmitos,los palmitos
Lourdes,lourdes
M•À_laga,m•À_laga
Manzanares,manzanares
Mapirip•À_n,mapirip•À_n
Mar•À_a La Baja,mar•À_a la baja
Marinilla,marinilla
Medell•À_n,medell•À_n
Medio Atrato,medio atrato
Mesetas,mesetas
Miranda,miranda
Montebello,montebello
Montecristo,montecristo
Monter•À_a,monter•À_a
Morales,morales
Morroa,morroa
Murind•À_,murind•À_
Mutat•À_,mutat•À_
N•À_taga,n•À_taga
Natagaima,natagaima
Neira,neira
Obando,obando
Oca•À_a,oca•À_a
Orito,orito
Orocue,orocue
Ovejas,ovejas
Pacora,pacora
P•À_ez,p•À_ez
Pailitas,pailitas
Palermo,palermo
Palmira,palmira
Pensilvania,pensilvania
Pe•À_ol,pe•À_ol
Pereira,pereira
Piendam•À_,piendam•À_
Pital,pital
Pivijay ,pivijay
Planadas,planadas
Popay•À_n,popay•À_n
Pradera,pradera
Prado,prado
Pueblo Viejo,pueblo viejo
Puerto Berr•À_o,puerto berr•À_o
Puerto Colombia,puerto colombia
Puerto Concordia,puerto concordia
Puerto Lleras,puerto lleras
Puerto L•À_pez,puerto l•À_pez
Puerto Nare,puerto nare
Puerto Rico,puerto rico
Puerto Santander,puerto santander
Puerto Tejada,puerto tejada
Puerto Wilches,puerto wilches
Purac_,purac_
Quibd•À_,quibd•À_
Ragonvalia,ragonvalia
Remedios,remedios
Remolino,remolino
Restrepo,restrepo
Retiro,retiro
Ricaurte,ricaurte
Riofr•À_o,riofr•À_o
Riohacha,riohacha
Rionegro,rionegro
Riosucio,riosucio
Rosas,rosas
Sabana de Torres,sabana de torres
Sabanas de San •À_ngel,sabanas de san •À_ngel
Sahag•À_n,sahag•À_n
Salazar,salazar
Saman•À_,saman•À_
San Andr_s de Sotavento,san andr_s de sotavento
San Benito,san benito
San Calixto,san calixto
San Carlos,san carlos
San Diego,san diego
San Francisco,san francisco
San Jacinto,san jacinto
San Jer•À_nimo,san jer•À_nimo
San Jos_ del Guaviare,san jos_ del guaviare
San Juan de Arama,san juan de arama
San Juan de Cesar,san juan de cesar
San Juan Nepomuceno,san juan nepomuceno
San Luis,san luis
San Marcos,san marcos
San Miguel,san miguel
San Onofre,san onofre
San Pablo,san pablo
San Pedro de Urab•À_,san pedro de urab•À_
San Pelayo,san pelayo
San Rafael,san rafael
San Sebasti•À_n de Buenavista,san sebasti•À_n de buenavista
San Vicente,san vicente
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa B•À_rbara,santa b•À_rbara
Santa Marta,santa marta
Santa Rosa,santa rosa
Santa Rosa de Osos,santa rosa de osos
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Santo Domingo,santo domingo
Santuario,santuario
Saravena,saravena
Sardinata,sardinata
Segovia,segovia
Sibat_,sibat_
Sincelejo,sincelejo
Sitio Nuevo,sitio nuevo
Socorro,socorro
Sons•À_n,sons•À_n
Sup•À_a,sup•À_a
Tado,tado
Tame,tame
T•À_mesis,t•À_mesis
Taminango ,taminango
Teorama,teorama
Tesalia,tesalia
Tib•À_,tib•À_
Tierralta,tierralta
Tiquisio,tiquisio
Toluviejo,toluviejo
Tubar•À_,tubar•À_
Tulu•À_,tulu•À_
Tumaco,tumaco
Tunja,tunja
Turban•À_,turban•À_
Turbo,turbo
Ulloa,ulloa
Ungu•À_a,ungu•À_a
Uramita,uramita
Uribe,uribe
Urrao,urrao
Valledupar,valledupar
Vegach•À_,vegach•À_
V_lez,v_lez
Venadillo,venadillo
Venadillo y Alvarado,venadillo
Vig•À_a del Fuerte,vig•À_a del fuerte
Villa del Rosario,villa del rosario
Villa Mar•À_a,villa mar•À_a
Villa Rica,villa rica
Villanueva,villanueva
Villavicencio,villavicencio
Villeta,villeta
Vista Hermosa,vista hermosa
Yacop•À_,yacop•À_
Yolomb•À_,yolomb•À_
Yond•À_,yond•À_
Yopal,yopal
Zambrano,zambrano
Zaragoza,zaragoza
Abejorral,abejorral
Acevedo,acevedo
Aguachica,aguachica
Aguada  ,aguada
Aguadas,aguadas
Aguazul,aguazul
Agust•À_n Codazzi,agust•À_n codazzi
Aldana,aldana
Algeciras,algeciras
Amag•À_,amag•À_
Ambalema,ambalema
Ancuya,ancuya
Angel•À_polis,angel•À_polis
Angostura,angostura
Anor•À_,anor•À_
Anserma,anserma
Anz•À_,anz•À_
Anz•À_ategui,anz•À_ategui
Apartad•À_,apartad•À_
Apia,apia
Aracataca,aracataca
Aranzazu,aranzazu
Arauca,arauca
Arauquita,arauquita
Arboledas,arboledas
Argelia,argelia
Arjona,arjona
Armenia,armenia
Baraya,baraya
Barbacoas,barbacoas
Barbosa,barbosa
Barrancabermeja,barrancabermeja
Barranquilla,barranquilla
Becerril,becerril
Bel_n de los Andaqu•À_es,bel_n de los andaqu•À_es
Bello,bello
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Bosconia,bosconia
Brice•À_o,brice•À_o
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Buenos Aires,buenos aires
Bugalagrande,bugalagrande
Cabrera,cabrera
Caicedo,caicedo
Caimito,caimito
Calamar,calamar
Caldas,caldas
Caldono,caldono
Cali,cali
Caloto,caloto
Campamento,campamento
Campoalegre,campoalegre
Candelaria,candelaria
Cantagallo,cantagallo
Caramanta,caramanta
Carepa,carepa
Carmen de Viboral,carmen de viboral
Cartagena,cartagena
Casabianca,casabianca
Ceret_,ceret_
Chal•À_n,chal•À_n
Chigorod•À_,chigorod•À_
Chima,chim•À_
Chim•À_,chim•À_
Chin•À_,chin•À_
Chiquinquir•À_,chiquinquir•À_
Chiriguan•À_,chiriguan•À_
Cicuco,cicuco
Cienaga,cienaga
Ci_naga de Oro,ci_naga de oro
Cimitarra,cimitarra
Clemencia,clemencia
Cocorn•À_,cocorn•À_
Colombia,colombia
Concepci•À_n,concepci•À_n
Concordia,concordia
Confines,confines
Convenci•À_n,convenci•À_n
C•À_rdoba,c•À_rdoba
Corinto,corinto
Corozal,corozal
Covarachia,covarachia
Coyaima,coyaima
Cravo Norte,cravo norte
C•À_cuta,c•À_cuta
Cumbal,cumbal
Curillo,curillo
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Dolores,dolores
Dosquebradas,dosquebradas
Duitama,duitama
El Aguila,el aguila
El Cairo,el cairo
El Carmen,el carmen
El Carmen ,el carmen
El Carmen   ,el carmen
El Carmen de Bol•À_var,el carmen de bol•À_var
El Carmen del Dari_n,el carmen del dari_n
El Castillo,el castillo
El Copey,el copey
El Doncello,el doncello
El Dovio,el dovio
El Guamo,el guamo
El Paujil,el paujil
El Roble,el roble
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Filadelfia,filadelfia
Florencia,florencia
Florida,florida
Florida  ,florida
Floridablanca,floridablanca
Fredonia,fredonia
Fundaci•À_n,fundaci•À_n
Fusagasug•À_,fusagasug•À_
Gamarra,gamarra
Gigante,gigante
Ginebra,ginebra
Girardota,girardota
Gir•À_n,gir•À_n
Granada,granada
Guadalupe,guadalupe
Guamal,guamal
Guaranda,guaranda
Guarne,guarne
Guatap_,guatap_
Guatica,guatica
Guavat•À_,guavat•À_
Guayabetal,guayabetal
Hacari,hacari
Heliconia,heliconia
Hobo,hobo
Ibague,ibague
•À_quira,•À_quira
Isnos,isnos
Itag•À_•À_,itag•À_•À_
Jamund•À_,jamund•À_
La Argentina,la argentina
La Ceja,la ceja
La Cumbre,la cumbre
La Dorada,la dorada
La Jagua de Ib•À_rico,la jagua de ib•À_rico
La Macarena,la macarena
La Merced,la merced
La Monta•À_ita,la monta•À_ita
La Palma,la palma
La Pe•À_a,la pe•À_a
La Pintada,la pintada
La Plata,la plata
La Uni•À_n,la uni•À_n
La Vega,la vega
Labranzagrande,labranzagrande
Land•À_zuri,land•À_zuri
Lebrija,lebrija
Lejan•À_as,lejan•À_as
L_rida ,l_rida
L•À_bano,l•À_bano
Llor•À_,llor•À_
Los Palmitos,los palmitos
Los Patios,los patios
Luruaco,luruaco
Magangu_,magangu_
Malambo,malambo
Manizales,manizales
Manzanares,manzanares
Mapirip•À_n,mapirip•À_n
Mar•À_a La Baja,mar•À_a la baja
Marinilla,marinilla
Marmato,marmato
Marquetalia,marquetalia
Matanza,matanza
Medell•À_n,medell•À_n
Melgar,melgar
Mercaderes,mercaderes
Mil•À_n,mil•À_n
Miranda,miranda
Mistrat•À_,mistrat•À_
Mocoa,mocoa
Mogotes,mogotes
Momil,momil
Mompos,mompos
Montecristo,montecristo
MonteL•À_bano,montel•À_bano
Monter•À_a,monter•À_a
Morales,morales
Murind•À_,murind•À_
Natagaima,natagaima
Nech•À_,nech•À_
Neira,neira
Neiva,neiva
Oca•À_a,oca•À_a
Oporapa,oporapa
Ortega,ortega
Ovejas,ovejas
Pacho,pacho
Pacora,pacora
Pailitas,pailitas
Palermo,palermo
Palestina,palestina
Palmira,palmira
Pamplona,pamplona
Pandi,pandi
Paramo,paramo
Pasto,pasto
Patia (El Bordo),patia (el bordo)
Pedraza,pedraza
Pereira,pereira
Piedecuesta,piedecuesta
Pijao,pijao
Pitalito,pitalito
Pivijay,pivijay
Planeta Rica,planeta rica
Plato,plato
Popay•À_n,popay•À_n
Pradera,pradera
Prado,prado
Pueblo Rico,pueblo rico
Puerres,puerres
Puerto As•À_s,puerto as•À_s
Puerto Concordia,puerto concordia
Puerto Guzm•À_n,puerto guzm•À_n
Puerto Libertador,puerto libertador
Puerto Lleras,puerto lleras
Puerto Rico,puerto rico
Puerto Tejada,puerto tejada
Puerto Wilches,puerto wilches
Puli,puli
Quinchia,quinchia
Remolino,remolino
Retiro,retiro
R•À_o Quito,r•À_o quito
Riohacha,riohacha
Rionegro,rionegro
Riosucio,riosucio
Rond•À_n,rond•À_n
Rosas,rosas
Sabana de Torres,sabana de torres
Sabanagrande,sabanagrande
Sabanalarga,sabanalarga
Salamina,salamina
Salazar,salazar
Salgar,salgar
Saman•À_,saman•À_
Samaniego,samaniego
San Agust•À_n,san agust•À_n
San Alberto,san alberto
San Andr_s de Cuerquia,san andr_s de cuerquia
San Andr_s de Sotavento,san andr_s de sotavento
San Antonio,san antonio
San Benito Abad,san benito abad
San Bernardo del Viento,san bernardo del viento
San Calixto,san calixto
San Carlos,san carlos
San Cayetano,san cayetano
San Diego,san diego
San Estanislao,san estanislao
San Francisco,san francisco
San Jacinto,san jacinto
San Juan de Arama,san juan de arama
San Juan de Cesar,san juan de cesar
San Juan de R•À_o Seco,san juan de r•À_o seco
San Juan de Urab•À_,san juan de urab•À_
San Juan Nepomuceno,san juan nepomuceno
San Luis,san luis
San Marcos,san marcos
San Onofre,san onofre
San Pablo,san pablo
San Pedro,san pedro
San Pelayo,san pelayo
San Rafael,san rafael
San Roque,san roque
San Vicente,san vicente
San Vicente de Chucuri,san vicente de chucuri
San Vicente del Cagu•À_n,san vicente del cagu•À_n
Santa B•À_rbara,santa b•À_rbara
Santa Mar•À_a,santa mar•À_a
Santa Marta,santa marta
Santa Marta ,santa marta
Santa Rosa de Cabal,santa rosa de cabal
Santa Rosa del Sur,santa rosa del sur
Santander de Quilichao,santander de quilichao
Santiago de Tol•À_,santiago de tol•À_
Santo Domingo,santo domingo
Santuario,santuario
Saravena,saravena
Sardinata,sardinata
Sasaima,sasaima
Simacota,simacota
Simit•À_,simit•À_
Sincelejo,sincelejo
Sitio Nuevo,sitio nuevo
Soacha,soacha
Soledad,soledad
Sons•À_n,sons•À_n
Suaza,suaza
Sup•À_a,sup•À_a
Tame,tame
Taraz•À_,taraz•À_
Tello,tello
Teorama,teorama
Tibacuy,tibacuy
Tib•À_,tib•À_
Tierralta,tierralta
Timan•À_,timan•À_
Timb•À_o,timb•À_o
Timbiqu•À_,timbiqu•À_
Tiquisio,tiquisio
Toledo,toledo
Toluviejo,toluviejo
Topaipi,topaipi
Toro,toro
Tulu•À_,tulu•À_
Tumaco,tumaco
Tunja,tunja
T•À_querres,t•À_querres
Turbaco,turbaco
Turban•À_,turban•À_
Turbo,turbo
Uribia,uribia
Urrao,urrao
Valle del Guamuez,valle del guamuez
Valledupar,valledupar
Valparaiso,valparaiso
Vegach•À_,vegach•À_
Venadillo,venadillo
Ventaquemada,ventaquemada
Vergara,vergara
Victoria,victoria
Villa del Rosario,villa del rosario
Villagarz•À_n,villagarz•À_n
Villanueva,villanueva
Villavicencio,villavicencio
Vista Hermosa,vista hermosa
Yal•À_,yal•À_
Yarumal,yarumal
Yolomb•À_,yolomb•À_
Yond•À_,yond•À_
Yopal,yopal
Zipac•À_n,zipac•À_n
Zona Bananera,zona bananera
Abejorral,abejorral
Abrego,abrego
Abriaqu•À_,abriaqu•À_
Acevedo,acevedo
Ach•À_,ach•À_
Agrado,agrado
Aguachica,aguachica
Aguadas,aguadas
Aguazul,aguazul
Agust•À_n Codazzi,agust•À_n codazzi
Alb•À_n,alb•À_n
Alcal•À_,alcal•À_
Algeciras,algeciras
Almaguer,almaguer
Alpujarra,alpujarra
Alvarado,alvarado
Amag•À_,amag•À_
Angostura,angostura
Anserma,anserma
Ansermanuevo,ansermanuevo
Antioquia,antioquia
Anz•À_ategui,anz•À_ategui
Apartad•À_,apartad•À_
Aracataca,aracataca
Aranzazu,aranzazu
Arauca,arauca
Arauquita,arauquita
Arcabuco,arcabuco
Arenal,arenal
Argelia,argelia
Ariguan•À_,ariguan•À_
Arjona,arjona
Arroyohondo,arroyohondo
Ataco,ataco
Balboa,balboa
Baraya,baraya
Barbosa,barbosa
Barrancabermeja,barrancabermeja
Barrancas,barrancas
Barranquilla,barranquilla
Becerril,becerril
Bel_n de los Andaqu•À_es,bel_n de los andaqu•À_es
Bel_n de Umbr•À_a,bel_n de umbr•À_a
Bello,bello
Bochalema,bochalema
Bogot•À_ D.C.,bogot•À_ d.c.
Bojay•À_,bojay•À_
Bol•À_var,bol•À_var
Bucaramanga,bucaramanga
Buenaventura,buenaventura
Buga,buga
Buritic•À_,buritic•À_
Cajibio,cajibio
Calamar,calamar
Caldas y Sabaneta,caldas
Cali,cali
Campamento,campamento
Campoalegre,campoalegre
Canalete,canalete
Candelaria,candelaria
Cantagallo,cantagallo
Capitanejo,capitanejo
Carmen de Viboral,carmen de viboral
Carolina,carolina
Cartagena,cartagena
Cartagena del Chair•À_,cartagena del chair•À_
Casabianca,casabianca
Ceret_,ceret_
Chaparral,chaparral
Chim•À_,chim•À_
Chin•À_,chin•À_
Chivor,chivor
Cienaga,cienaga
Ci_naga de Oro,ci_naga de oro
Cimitarra,cimitarra
Clemencia,clemencia
Cocorn•À_,cocorn•À_
Colombia,colombia
Coloso,coloso
Concepci•À_n,concepci•À_n
Concordia,concordia
Condoto,condoto
Corinto,corinto
Coyaima,coyaima
Cubarral,cubarral
C•À_cuta,c•À_cuta
Cumaral,cumaral
Cunday,cunday
Curuman•À_,curuman•À_
Dabeiba,dabeiba
Dolores,dolores
Don Mat•À_as,don mat•À_as
Dosquebradas,dosquebradas
Duitama,duitama
El Banco,el banco
El Carmen de Atrato,el carmen de atrato
El Carmen de Bol•À_var,el carmen de bol•À_var
El Carmen del Dari_n,el carmen del dari_n
El Castillo,el castillo
El Colegio,el colegio
El Copey,el copey
El Doncello,el doncello
El Dorado,el dorado
El Paso,el paso
El Pi•À_•À_n,el pi•À_•À_n
El Play•À_n,el play•À_n
El Retorno,el retorno
El Roble,el roble
El Tambo,el tambo
El Tarra,el tarra
El Zulia,el zulia
Espinal,espinal
Facatativa,facatativa
Filadelfia,filadelfia
Filadelfia ,filadelfia
Florencia,florencia
Florida,florida
Floridablanca,floridablanca
Fortul,fortul
Fredonia,fredonia
Fresno,fresno
Fuente de Oro,fuente de oro
Fundaci•À_n,fundaci•À_n
Fusagasug•À_,fusagasug•À_
Galapa,galapa
Galeras,galeras
Garagoa,garagoa
Garz•À_n,garz•À_n
Genova,genova
Gigante,gigante
Girardot,girardot
Gir•À_n,gir•À_n
Gonz•À_lez,gonz•À_lez
Granada,granada
Guadalupe,guadalupe
Guamo,guamo
Guapot•À_,guapot•À_
Guarne,guarne
Hacari,hacari
Herveo,herveo
Ibague,ibague
Icononzo,icononzo
Inz•À_,inz•À_
•À_quira,•À_quira
Isnos,isnos
Ituango,ituango
Jamund•À_,jamund•À_
Jeric•À_,jeric•À_
La Jagua de Ib•À_rico,la jagua de ib•À_rico
La Jagua del Pilar,la jagua del pilar
La Macarena,la macarena
La Pintada,la pintada
La Playa,la playa
La Uni•À_n,la uni•À_n
Lebrija,lebrija
Lejan•À_as,lejan•À_as
L_rida ,l_rida
L•À_bano,l•À_bano
Llor•À_,llor•À_
Lorica,lorica
Los C•À_rdobas,los c•À_rdobas
Los Patios,los patios
Luruaco,luruaco
Magangu_,magangu_
Mahates,mahates
Maicao,maicao
Malambo,malambo
Manizales,manizales
Margarita,margarita
Mar•À_a La Baja,mar•À_a la baja
Marinilla,marinilla
Mariquita,mariquita
Matanza,matanza
Medell•À_n,medell•À_n
Medio Atrato,medio atrato
Melgar,melgar
Mercaderes,mercaderes
Mesetas,mesetas
Miranda,miranda
Mistrat•À_,mistrat•À_
Mocoa,mocoa
Montebello,montebello
Monter•À_a,monter•À_a
Morroa,morroa
Murillo,murillo
Mutat•À_,mutat•À_
Nari•À_o,nari•À_o
Natagaima,natagaima
Neiva,neiva
Oca•À_a,oca•À_a
Orocue,orocue
Ortega,ortega
Ovejas,ovejas
Paicol,paicol
Palermo,palermo
Palestina,palestina
Palmira,palmira
Palocabildo,palocabildo
Pamplonita,pamplonita
Pasto,pasto
Patia (El Bordo),patia (el bordo)
Paya,paya
Pedraza,pedraza
Pensilvania,pensilvania
Pe•À_ol,pe•À_ol
Pereira,pereira
Piendam•À_,piendam•À_
Pisba,pisba
Pitalito,pitalito
Pivijay,pivijay
Planadas,planadas
Planeta Rica,planeta rica
Plato,plato
Plato ,plato
Ponedera,ponedera
Popay•À_n,popay•À_n
Prado,prado
Pueblo Bello,pueblo bello
Pueblo Rico,pueblo rico
Puente Nacional ,puente nacional
Puerto As•À_s,puerto as•À_s
Puerto Boyac•À_,puerto boyac•À_
Puerto Caicedo,puerto caicedo
Puerto Gait•À_n,puerto gait•À_n
Puerto Guzm•À_n,puerto guzm•À_n
Puerto Parra,puerto parra
Puerto Rico,puerto rico
Puerto Santander,puerto santander
Puerto Triunfo,puerto triunfo
Purificaci•À_n,purificaci•À_n
Quibd•À_,quibd•À_
Quinchia,quinchia
Recetor,recetor
Remedios,remedios
Remolino,remolino
Ricaurte,ricaurte
Rioblanco,rioblanco
Riohacha,riohacha
Rionegro,rionegro
Riosucio,riosucio
Roberto Pay•À_n,roberto pay•À_n
Rosas,rosas
Rovira,rovira
Sabana de Torres,sabana de torres
Sabanalarga,sabanalarga
Sabaneta,sabaneta
Sahag•À_n,sahag•À_n
Saladoblanco,saladoblanco
Salamina,salamina
Salda•À_a,salda•À_a
Salento,salento
Saman•À_,saman•À_
San Agust•À_n,san agust•À_n
San Alberto,san alberto
San Andr_s ,san andr_s
San Andr_s de Cuerquia,san andr_s de cuerquia
San Andr_s de Sotavento,san andr_s de sotavento
San Antero,san antero
San Antonio,san antonio
San Antonio ,san antonio
San Benito Abad,san benito abad
San Calixto,san calixto
San Carlos,san carlos
San Cayetano,san cayetano
San Diego,san diego
San Francisco,san francisco
San Jacinto,san jacinto
San Jer•À_nimo,san jer•À_nimo
San Jos_ de la Monta•À_a,san jos_ de la monta•À_a
