year,municipality,codmpio,victimas
2000,Valencia,,1
2000,Valledupar,,25
2000,Valparaiso,,2
2000,Vegachí,,4
2000,Venadillo,,1
2000,Venecia,,1
2000,Venezuela,,3
2000,Vetas,,2
2000,Vigía del Fuerte,,3
2000,Villa del Rosario,,6
2000,Villanueva,,1
2000,Villavicencio,,4
2000,Viotá,,2
2000,Yacopí,,1
2000,Yalí,,1
2000,Yarumal,,2
2000,Yolombó,,3
2000,Yondó,,17
2000,Yopal,,2
2000,Yumbo,,1
2000,Zambrano,,4
2000,Zaragoza,,1
2001,Abejorral,,4
2001,Acacías,,2
2001,Acandí,,1
2001,Acevedo,,1
2001,Achí,,1
2001,Aguachica,,2
2001,Aguadas,,5
2001,Agustín Codazzi,,6
2001,Alejandría,,1
2001,Altamira,,1
2001,Altos del Rosario,,1
2001,Amagá,,2
2001,Amalfi,,1
2001,Andes,,3
2001,Anorí,,1
2001,Anserma,,3
2001,Apartadó,,3
2001,Aracataca,,2
2001,Aranzazu,,1
2001,Arauca,,1
2001,Arauquita,,1
2001,Arboledas,,1
2001,Arjona,,1
2001,Barbacoas,,2
2001,Barbosa,,7
2001,Barrancabermeja,,38
2001,Barrancas,,1
2001,Barranquilla,,3
2001,Belén de los Andaquíes,,1
2001,Bello,,1
2001,Betulia,,3
2001,Bogotá D.C.,,3
2001,Bolívar,,1
2001,Bosconia,,2
2001,Bucaramanga,,2
2001,Buenaventura,,6
2001,Buenos Aires  ,,2
2001,Buga,,2
2001,Buriticá,,1
2001,Caicedo,,2
2001,Cajamarca,,2
2001,Calamar,,1
2001,Caldas,,1
2001,Caldono,,1
2001,Calima,,1
2001,Caloto,,3
2001,Campamento,,2
2001,Campoalegre,,1
2001,Cantagallo,,1
2001,Cañasgordas ,,1
2001,Caparrapí,,1
2001,Capitanejo,,2
2001,Carepa,,1
2001,Carmen de Viboral,,11
2001,Carolina,,1
2001,Cartagena,,2
2001,Cerrito,,1
2001,Chalán,,2
2001,Chaparral,,1
2001,Chigorodó,,1
2001,Chimá,,1
2001,Chimichagua,,1
2001,Chinacota,,1
2001,Chinchiná,,2
2001,Chinú,,1
2001,Chiriguaná,,5
2001,Cienaga,,6
2001,Cocorná,,11
2001,Coloso,,1
2001,Concepción,,2
2001,Concordia,,2
2001,Convención,,3
2001,Corinto,,1
2001,Coromoro,,1
2001,Covarachia,,1
2001,Cúcuta,,7
2001,Cumaral,,2
2001,Cumbitara,,1
2001,Dabeiba,,2
2001,Dagua,,1
2001,Dolores,,1
2001,Don Matías,,1
2001,El Bagre,,3
2001,El Carmen,,4
2001,El Carmen de Atrato,,2
2001,El Carmen de Bolívar,,11
2001,El Carmen del Darién,,4
2001,El Cerrito,,1
2001,El Copey,,1
2001,El Guacamayo,,1
2001,El Paujil,,2
2001,El Tambo,,10
2001,El Tarra,,4
2001,El Zulia,,3
2001,Enciso,,1
2001,Filadelfia,,1
2001,Florencia,,1
2001,Florida,,3
2001,Floridablanca,,1
2001,Fortul,,1
2001,Fredonia,,1
2001,Fresno,,2
2001,Frontino,,1
2001,Fuente de Oro,,3
2001,Fusagasugá,,1
2001,Galeras,,1
2001,Garzón,,1
2001,Girardota,,1
2001,Girón,,4
2001,Gramalote,,4
2001,Granada,,12
2001,Guadalupe,,2
2001,Guarne,,4
2001,Guatapé,,2
2001,Guatica,,1
2001,Hacari,,2
2001,Hato Corozal,,1
2001,Herveo,,2
2001,Ipiales,,1
2001,Isnos,,1
2001,Ituango,,1
2001,Jamundí,,3
2001,Juradó ,,2
2001,La Ceja,,2
2001,La Celia,,1
2001,La Florida,,1
2001,La Gloria,,1
2001,La Jagua de Ibírico,,1
2001,La Macarena,,1
2001,La Montañita,,2
2001,La Paz,,1
2001,La Playa,,1
2001,La Unión,,5
2001,La Vega,,1
2001,Lebrija,,1
2001,Lejanías,,2
2001,Los Palmitos,,1
2001,Lourdes,,1
2001,Málaga,,3
2001,Manzanares,,3
2001,Mapiripán,,1
2001,María La Baja,,6
2001,Marinilla,,6
2001,Medellín,,16
2001,Medio Atrato,,1
2001,Mesetas,,1
2001,Miranda,,3
2001,Montebello,,1
2001,Montecristo,,1
2001,Montería,,5
2001,Morales,,2
2001,Morroa,,1
2001,Murindó,,2
2001,Mutatá,,2
2001,Nátaga,,1
2001,Natagaima,,2
2001,Neira,,2
2001,Obando,,1
2001,Ocaña,,11
2001,Orito,,1
2001,Orocue,,1
2001,Ovejas,,1
2001,Pacora,,1
2001,Páez,,1
2001,Pailitas,,1
2001,Palermo,,2
2001,Palmira,,2
2001,Pensilvania,,2
2001,Peñol,,13
2001,Pereira,,1
2001,Piendamó,,1
2001,Pital,,1
2001,Pivijay ,,2
2001,Planadas,,2
2001,Popayán,,1
2001,Pradera,,1
2001,Prado,,1
2001,Pueblo Viejo,,1
2001,Puerto Berrío,,1
2001,Puerto Colombia,,1
2001,Puerto Concordia,,1
2001,Puerto Lleras,,1
2001,Puerto López,,1
2001,Puerto Nare,,1
2001,Puerto Rico,,3
2001,Puerto Santander,,1
2001,Puerto Tejada,,1
2001,Puerto Wilches,,1
2001,Puracé,,1
2001,Quibdó,,9
2001,Ragonvalia,,2
2001,Remedios,,5
2001,Remolino,,1
2001,Restrepo,,1
2001,Retiro,,6
2001,Ricaurte,,1
2001,Riofrío,,1
2001,Riohacha,,1
2001,Rionegro,,8
2001,Riosucio,,9
2001,Rosas,,1
2001,Sabana de Torres,,1
2001,Sabanas de San Ángel,,1
2001,Sahagún,,1
2001,Salazar,,3
2001,Samaná,,1
2001,San Andrés de Sotavento,,1
2001,San Benito,,1
2001,San Calixto,,1
2001,San Carlos,,25
2001,San Diego,,2
2001,San Francisco,,3
2001,San Jacinto,,2
2001,San Jerónimo,,1
2001,San José del Guaviare,,2
2001,San Juan de Arama,,1
2001,San Juan de Cesar,,1
2001,San Juan Nepomuceno,,3
2001,San Luis,,1
2001,San Marcos,,1
2001,San Miguel,,1
2001,San Onofre,,1
2001,San Pablo,,4
2001,San Pedro de Urabá,,1
2001,San Pelayo,,1
2001,San Rafael,,7
2001,San Sebastián de Buenavista,,1
2001,San Vicente,,2
2001,San Vicente del Caguán,,1
2001,Santa Bárbara,,2
2001,Santa Marta,,2
2001,Santa Rosa,,2
2001,Santa Rosa de Osos,,1
2001,Santa Rosa del Sur,,2
2001,Santander de Quilichao,,9
2001,Santo Domingo,,2
2001,Santuario,,14
2001,Saravena,,2
2001,Sardinata,,4
2001,Segovia,,1
2001,Sibaté,,1
2001,Sincelejo,,1
2001,Sitio Nuevo,,1
2001,Socorro,,1
2001,Sonsón,,5
2001,Supía,,1
2001,Tado,,1
2001,Tame,,2
2001,Támesis,,1
2001,Taminango ,,1
2001,Teorama,,2
2001,Tesalia,,1
2001,Tibú,,30
2001,Tierralta,,2
2001,Tiquisio,,1
2001,Toluviejo,,4
2001,Tubará,,1
2001,Tuluá,,5
2001,Tumaco,,17
2001,Tunja,,1
2001,Turbaná,,1
2001,Turbo,,2
2001,Ulloa,,1
2001,Unguía,,1
2001,Uramita,,1
2001,Uribe,,1
2001,Urrao,,1
2001,Valledupar,,2
2001,Vegachí,,3
2001,Vélez,,1
2001,Venadillo,,1
2001,Venadillo y Alvarado,,1
2001,Vigía del Fuerte,,3
2001,Villa del Rosario,,14
2001,Villa María,,2
2001,Villa Rica,,1
2001,Villanueva,,2
2001,Villavicencio,,3
2001,Villeta,,1
2001,Vista Hermosa,,2
2001,Yacopí,,1
2001,Yolombó,,4
2001,Yondó,,7
2001,Yopal,,2
2001,Zambrano,,4
2001,Zaragoza,,1
2002,Abejorral,,3
2002,Acevedo,,3
2002,Aguachica,,4
2002,Aguada  ,,1
2002,Aguadas,,12
2002,Aguazul,,2
2002,Agustín Codazzi,,3
2002,Aldana,,1
2002,Algeciras,,8
2002,Amagá,,5
2002,Ambalema,,1
2002,Ancuya,,1
2002,Angelópolis,,1
2002,Angostura,,2
2002,Anorí,,2
2002,Anserma,,1
2002,Anzá,,1
2002,Anzóategui,,2
2002,Apartadó,,9
2002,Apia,,1
2002,Aracataca,,1
2002,Aranzazu,,2
2002,Arauca,,4
2002,Arauquita,,6
2002,Arboledas,,2
2002,Argelia,,4
2002,Arjona,,1
2002,Armenia,,1
2002,Baraya,,2
2002,Barbacoas,,1
2002,Barbosa,,3
2002,Barrancabermeja,,15
2002,Barranquilla,,6
2002,Becerril,,4
2002,Belén de los Andaquíes,,2
2002,Bello,,5
2002,Bogotá D.C.,,3
2002,Bojayá,,2
2002,Bolívar,,1
2002,Bosconia,,2
2002,Briceño,,2
2002,Bucaramanga,,7
2002,Buenaventura,,4
2002,Buenos Aires,,1
2002,Bugalagrande,,1
2002,Cabrera,,1
2002,Caicedo,,1
2002,Caimito,,1
2002,Calamar,,6
2002,Caldas,,3
2002,Caldono,,1
2002,Cali,,13
2002,Caloto,,1
2002,Campamento,,2
2002,Campoalegre,,4
2002,Candelaria,,3
2002,Cantagallo,,2
2002,Caramanta,,1
2002,Carepa,,1
2002,Carmen de Viboral,,2
2002,Cartagena,,3
2002,Casabianca,,1
2002,Cereté,,1
2002,Chalán,,2
2002,Chigorodó,,2
2002,Chima,,3
2002,Chimá,,1
2002,Chinú,,1
2002,Chiquinquirá,,1
2002,Chiriguaná,,1
2002,Cicuco,,1
2002,Cienaga,,12
2002,Ciénaga de Oro,,1
2002,Cimitarra,,1
2002,Clemencia,,1
2002,Cocorná,,11
2002,Colombia,,2
2002,Concepción,,1
2002,Concordia,,2
2002,Confines,,1
2002,Convención,,5
2002,Córdoba,,2
2002,Corinto,,3
2002,Corozal,,1
2002,Covarachia,,1
2002,Coyaima,,4
2002,Cravo Norte,,2
2002,Cúcuta,,28
2002,Cumbal,,1
2002,Curillo,,2
2002,Curumaní,,3
2002,Dabeiba,,5
2002,Dolores,,1
2002,Dosquebradas,,2
2002,Duitama,,1
2002,El Aguila,,2
2002,El Cairo,,1
2002,El Carmen,,1
2002,El Carmen ,,1
2002,El Carmen   ,,1
2002,El Carmen de Bolívar,,9
2002,El Carmen del Darién,,1
2002,El Castillo,,14
2002,El Copey,,1
2002,El Doncello,,5
2002,El Dovio,,1
2002,El Guamo,,1
2002,El Paujil,,4
2002,El Roble,,1
2002,El Tambo,,4
2002,El Tarra,,13
2002,El Zulia,,9
2002,Filadelfia,,1
2002,Florencia,,7
2002,Florida,,3
2002,Florida  ,,1
2002,Floridablanca,,3
2002,Fredonia,,1
2002,Fundación,,1
2002,Fusagasugá,,1
2002,Gamarra,,1
2002,Gigante,,1
2002,Ginebra,,1
2002,Girardota,,2
2002,Girón,,3
2002,Granada,,12
2002,Guadalupe,,2
2002,Guamal,,1
2002,Guaranda,,1
2002,Guarne,,4
2002,Guatapé,,3
2002,Guatica,,1
2002,Guavatá,,1
2002,Guayabetal,,1
2002,Hacari,,1
2002,Heliconia,,1
2002,Hobo,,1
2002,Ibague,,5
2002,Íquira,,2
2002,Isnos,,1
2002,Itagüí,,3
2002,Jamundí,,7
2002,La Argentina,,1
2002,La Ceja,,2
2002,La Cumbre,,1
2002,La Dorada,,1
2002,La Jagua de Ibírico,,3
2002,La Macarena,,2
2002,La Merced,,1
2002,La Montañita,,2
2002,La Palma,,1
2002,La Peña,,1
2002,La Pintada,,1
2002,La Plata,,3
2002,La Unión,,3
2002,La Vega,,1
2002,Labranzagrande,,1
2002,Landázuri,,2
2002,Lebrija,,2
2002,Lejanías,,4
2002,Lérida ,,1
2002,Líbano,,1
2002,Lloró,,1
2002,Los Palmitos,,1
2002,Los Patios,,7
2002,Luruaco,,1
2002,Magangué,,1
2002,Malambo,,1
2002,Manizales,,19
2002,Manzanares,,3
2002,Mapiripán,,1
2002,María La Baja,,5
2002,Marinilla,,1
2002,Marmato,,1
2002,Marquetalia,,1
2002,Matanza,,1
2002,Medellín,,40
2002,Melgar,,1
2002,Mercaderes,,1
2002,Milán,,1
2002,Miranda,,6
2002,Mistrató,,3
2002,Mocoa,,2
2002,Mogotes,,3
2002,Momil,,1
2002,Mompos,,1
2002,Montecristo,,5
2002,MonteLíbano,,2
2002,Montería,,7
2002,Morales,,2
2002,Murindó,,1
2002,Natagaima,,2
2002,Nechí,,2
2002,Neira,,1
2002,Neiva,,2
2002,Ocaña,,7
2002,Oporapa,,1
2002,Ortega,,2
2002,Ovejas,,5
2002,Pacho,,1
2002,Pacora,,3
2002,Pailitas,,2
2002,Palermo,,1
2002,Palestina,,4
2002,Palmira,,6
2002,Pamplona,,2
2002,Pandi,,1
2002,Paramo,,1
2002,Pasto,,8
2002,Patia (El Bordo),,10
2002,Pedraza,,1
2002,Pereira,,4
2002,Piedecuesta,,3
2002,Pijao,,1
2002,Pitalito,,6
2002,Pivijay,,2
2002,Planeta Rica,,1
2002,Plato,,1
2002,Popayán,,3
2002,Pradera,,1
2002,Prado,,3
2002,Pueblo Rico,,3
2002,Puerres,,1
2002,Puerto Asís,,3
2002,Puerto Concordia,,1
2002,Puerto Guzmán,,2
2002,Puerto Libertador,,5
2002,Puerto Lleras,,1
2002,Puerto Rico,,6
2002,Puerto Tejada,,1
2002,Puerto Wilches,,4
2002,Puli,,1
2002,Quinchia,,7
2002,Remolino,,1
2002,Retiro,,2
2002,Río Quito,,1
2002,Riohacha,,2
2002,Rionegro,,4
2002,Riosucio,,16
2002,Rondón,,1
2002,Rosas,,2
2002,Sabana de Torres,,3
2002,Sabanagrande,,1
2002,Sabanalarga,,3
2002,Salamina,,5
2002,Salazar,,2
2002,Salgar,,3
2002,Samaná,,9
2002,Samaniego,,1
2002,San Agustín,,3
2002,San Alberto,,1
2002,San Andrés de Cuerquia,,2
2002,San Andrés de Sotavento,,2
2002,San Antonio,,2
2002,San Benito Abad,,2
2002,San Bernardo del Viento,,1
2002,San Calixto,,1
2002,San Carlos,,17
2002,San Cayetano,,1
2002,San Diego,,2
2002,San Estanislao,,1
2002,San Francisco,,1
2002,San Jacinto,,1
2002,San Juan de Arama,,3
2002,San Juan de Cesar,,1
2002,San Juan de Río Seco,,1
2002,San Juan de Urabá,,1
2002,San Juan Nepomuceno,,5
2002,San Luis,,10
2002,San Marcos,,1
2002,San Onofre,,2
2002,San Pablo,,2
2002,San Pedro,,1
2002,San Pelayo,,1
2002,San Rafael,,4
2002,San Roque,,1
2002,San Vicente,,1
2002,San Vicente de Chucuri,,1
2002,San Vicente del Caguán,,6
2002,Santa Bárbara,,1
2002,Santa María,,2
2002,Santa Marta,,10
2002,Santa Marta ,,1
2002,Santa Rosa de Cabal,,1
2002,Santa Rosa del Sur,,2
2002,Santander de Quilichao,,1
2002,Santiago de Tolú,,1
2002,Santo Domingo,,1
2002,Santuario,,11
2002,Saravena,,5
2002,Sardinata,,5
2002,Sasaima,,1
2002,Simacota,,1
2002,Simití,,2
2002,Sincelejo,,2
2002,Sitio Nuevo,,1
2002,Soacha,,3
2002,Soledad,,2
2002,Sonsón,,7
2002,Suaza,,1
2002,Supía,,1
2002,Tame,,12
2002,Tarazá,,1
2002,Tello,,1
2002,Teorama,,5
2002,Tibacuy,,1
2002,Tibú,,40
2002,Tierralta,,1
2002,Timaná,,4
2002,Timbío,,10
2002,Timbiquí,,1
2002,Tiquisio,,1
2002,Toledo,,2
2002,Toluviejo,,1
2002,Topaipi,,1
2002,Toro,,1
2002,Tuluá,,4
2002,Tumaco,,1
2002,Tunja,,1
2002,Túquerres,,2
2002,Turbaco,,1
2002,Turbaná,,2
2002,Turbo,,2
2002,Uribia,,1
2002,Urrao,,1
2002,Valle del Guamuez,,1
2002,Valledupar,,12
2002,Valparaiso,,1
2002,Vegachí,,1
2002,Venadillo,,3
2002,Ventaquemada,,1
2002,Vergara,,2
2002,Victoria,,2
2002,Villa del Rosario,,6
2002,Villagarzón,,1
2002,Villanueva,,2
2002,Villavicencio,,3
2002,Vista Hermosa,,9
2002,Yalí,,1
2002,Yarumal,,1
2002,Yolombó,,1
2002,Yondó,,5
2002,Yopal,,3
2002,Zipacón,,1
2002,Zona Bananera,,2
2003,Abejorral,,2
2003,Abrego,,2
2003,Abriaquí,,1
2003,Acevedo,,15
2003,Achí,,1
2003,Agrado,,2
2003,Aguachica,,1
2003,Aguadas,,5
2003,Aguazul,,1
2003,Agustín Codazzi,,4
2003,Albán,,1
2003,Alcalá,,1
2003,Algeciras,,2
2003,Almaguer,,1
2003,Alpujarra,,1
2003,Alvarado,,3
2003,Amagá,,2
2003,Angostura,,5
2003,Anserma,,15
2003,Ansermanuevo,,1
2003,Antioquia,,2
2003,Anzóategui,,1
2003,Apartadó,,2
2003,Aracataca,,26
2003,Aranzazu,,1
2003,Arauca,,8
2003,Arauquita,,4
2003,Arcabuco,,1
2003,Arenal,,1
2003,Argelia,,1
2003,Ariguaní,,1
2003,Arjona,,6
2003,Arroyohondo,,2
2003,Ataco,,4
2003,Balboa,,1
2003,Baraya,,5
2003,Barbosa,,1
2003,Barrancabermeja,,48
2003,Barrancas,,1
2003,Barranquilla,,32
2003,Becerril,,3
2003,Belén de los Andaquíes,,1
2003,Belén de Umbría,,5
2003,Bello,,4
2003,Bochalema,,1
2003,Bogotá D.C.,,6
2003,Bojayá,,1
2003,Bolívar,,2
2003,Bucaramanga,,5
2003,Buenaventura,,8
2003,Buga,,1
2003,Buriticá,,1
2003,Cajibio,,3
2003,Calamar,,3
2003,Caldas y Sabaneta,,1
2003,Cali,,6
2003,Campamento,,1
2003,Campoalegre,,3
2003,Canalete,,1
2003,Candelaria,,1
2003,Cantagallo,,1
2003,Capitanejo,,1
2003,Carmen de Viboral,,1
2003,Carolina,,1
2003,Cartagena,,27
2003,Cartagena del Chairá,,2
2003,Casabianca,,4
2003,Cereté,,1
2003,Chaparral,,2
