codmuni,departamento,municipio,year,irv
15511,Boyaca,Pachavita,2011,0.01
15514,Boyaca,Paez,2011,0.07
15516,Boyaca,Paipa,2011,0.03
15518,Boyaca,Pajarito,2011,0.23
15522,Boyaca,Panqueba,2011,0.0
15531,Boyaca,Pauna,2011,0.09
15533,Boyaca,Paya,2011,0.18
15537,Boyaca,Paz De Rio,2011,0.02
15542,Boyaca,Pesca,2011,0.04
15550,Boyaca,Pisba,2011,0.39
15572,Boyaca,Puerto Boyaca,2011,0.22
15580,Boyaca,Quipama,2011,0.1
15599,Boyaca,Ramiriqui,2011,0.02
15600,Boyaca,Raquira,2011,0.06
15621,Boyaca,Rondon,2011,0.0
15632,Boyaca,Saboya,2011,0.03
15638,Boyaca,Sachica,2011,0.05
15646,Boyaca,Samaca,2011,0.05
15660,Boyaca,San Eduardo,2011,0.05
15664,Boyaca,San Jose De Pare,2011,0.04
15667,Boyac,San Luis de Gaceno,2011,0.1
15673,Boyaca,San Mateo,2011,0.04
15676,Boyaca,San Miguel De Sema,2011,0.02
15681,Boyaca,San Pablo De Borbur,2011,0.17
15686,Boyaca,Santana,2011,0.05
15690,Boyaca,Santa Maria,2011,0.06
15693,Boyaca,Santa Rosa De Viterbo,2011,0.02
15696,Boyaca,Santa Sofia,2011,0.0
15720,Boyaca,Sativanorte,2011,0.03
15723,Boyaca,Sativasur,2011,0.0
15740,Boyaca,Siachoque,2011,0.05
15753,Boyaca,Soata,2011,0.03
15755,Boyaca,Socota,2011,0.15
15757,Boyaca,Socha,2011,0.05
15759,Boyaca,Sogamoso,2011,0.05
15761,Boyaca,Somondoco,2011,0.01
15762,Boyaca,Sora,2011,0.04
15763,Boyaca,Sotaquira,2011,0.02
15764,Boyaca,Soraca,2011,0.05
15774,Boyaca,Susacon,2011,0.04
15776,Boyaca,Sutamarchan,2011,0.02
15778,Boyaca,Sutatenza,2011,0.01
15790,Boyaca,Tasco,2011,0.06
15798,Boyaca,Tenza,2011,0.0
15804,Boyaca,Tibana,2011,0.0
15806,Boyaca,Tibasosa,2011,0.06
15808,Boyaca,Tinjaca,2011,0.04
15810,Boyaca,Tipacoque,2011,0.01
15814,Boyaca,Toca,2011,0.04
15816,Boyaca,Togui,2011,0.04
15820,Boyaca,Topaga,2011,0.03
15822,Boyaca,Tota,2011,0.01
15832,Boyaca,Tunungua,2011,0.02
15835,Boyaca,Turmeque,2011,0.01
15837,Boyaca,Tuta,2011,0.01
15839,Boyaca,Tutaza,2011,0.03
15842,Boyaca,Umbita,2011,0.04
15861,Boyaca,Ventaquemada,2011,0.07
15879,Boyaca,Viracacha,2011,0.01
15897,Boyaca,Zetaquira,2011,0.03
17001,Caldas,Manizales,2011,0.11
17013,Caldas,Aguadas,2011,0.17
17042,Caldas,Anserma,2011,0.18
17050,Caldas,Aranzazu,2011,0.06
17088,Caldas,Belalcazar,2011,0.11
17174,Caldas,Chinchina,2011,0.09
17272,Caldas,Filadelfia,2011,0.09
17380,Caldas,La Dorada,2011,0.13
17388,Caldas,La Merced,2011,0.07
17433,Caldas,Manzanares,2011,0.22
17442,Caldas,Marmato,2011,0.12
17444,Caldas,Marquetalia,2011,0.14
17446,Caldas,Marulanda,2011,0.43
17486,Caldas,Neira,2011,0.08
17495,Caldas,Norcasia,2011,0.27
17513,Caldas,Pacora,2011,0.1
17524,Caldas,Palestina,2011,0.09
17541,Caldas,Pensilvania,2011,0.29
17614,Caldas,Riosucio,2011,0.2
17616,Caldas,Risaralda,2011,0.07
17653,Caldas,Salamina,2011,0.19
17662,Caldas,Samana,2011,0.58
17665,Caldas,San Jose,2011,0.07
17777,Caldas,Supia,2011,0.11
17867,Caldas,Victoria,2011,0.11
17873,Caldas,Villamaria,2011,0.08
17877,Caldas,Viterbo,2011,0.11
18001,Caqueta,Florencia,2011,0.38
18029,Caqueta,Albania,2011,0.36
18094,Caqueta,Belen De Los Andaquies,2011,0.42
18150,Caqueta,Cartagena Del Chaira,2011,0.74
18205,Caqueta,Curillo,2011,0.57
18247,Caqueta,El Doncello,2011,0.41
18256,Caqueta,El Paujil,2011,0.61
18410,Caqueta,La Montaita,2011,0.82
18460,Caqueta,Milan,2011,0.67
18479,Caqueta,Morelia,2011,0.4
18592,Caqueta,Puerto Rico,2011,0.67
18610,Caqueta,San Jose Del Fragua,2011,0.6
18753,Caqueta,San Vicente Del Caguan,2011,0.69
18756,Caqueta,Solano,2011,0.55
18785,Caqueta,Solita,2011,0.57
18860,Caqueta,Valparaiso,2011,0.51
19001,Cauca,Popayan,2011,0.19
19022,Cauca,Almaguer,2011,0.19
19050,Cauca,Argelia,2011,0.6
19075,Cauca,Balboa,2011,0.35
19100,Cauca,Bolivar,2011,0.29
19110,Cauca,Buenos Aires,2011,0.26
19130,Cauca,Cajibio,2011,0.3
19137,Cauca,Caldono,2011,0.42
19142,Cauca,Caloto,2011,0.54
19212,Cauca,Corinto,2011,0.49
19256,Cauca,El Tambo,2011,0.66
19290,Cauca,Florencia,2011,0.28
19300,Cauca,Guachene,2011,0.1
19318,Cauca,Guapi,2011,0.53
19355,Cauca,Inza,2011,0.19
19364,Cauca,Jambalo,2011,0.36
19392,Cauca,La Sierra,2011,0.23
19397,Cauca,La Vega,2011,0.21
19418,Cauca,Lopez,2011,0.4
19450,Cauca,Mercaderes,2011,0.29
19455,Cauca,Miranda,2011,0.29
19473,Cauca,Morales,2011,0.31
19513,Cauca,Padilla,2011,0.1
19517,Cauca,Paez,2011,0.27
19532,Cauca,Patia,2011,0.47
19533,Cauca,Piamonte,2011,0.67
19548,Cauca,Piendamo,2011,0.26
19573,Cauca,Puerto Tejada,2011,0.16
19585,Cauca,Purace,2011,0.28
19622,Cauca,Rosas,2011,0.15
19693,Cauca,San Sebastian,2011,0.22
19698,Cauca,Santander De Quilichao,2011,0.3
19701,Cauca,Santa Rosa,2011,0.42
19743,Cauca,Silvia,2011,0.21
19760,Cauca,Sotara,2011,0.18
19780,Cauca,Suarez,2011,0.29
19785,Cauca,Sucre,2011,0.19
19807,Cauca,Timbio,2011,0.23
19809,Cauca,Timbiqui,2011,0.46
19821,Cauca,Toribio,2011,0.49
19824,Cauca,Totoro,2011,0.21
19845,Cauca,Villa Rica,2011,0.1
20001,Cesar,Valledupar,2011,0.26
20011,Cesar,Aguachica,2011,0.28
20013,Cesar,Agustin Codazzi,2011,0.31
20032,Cesar,Astrea,2011,0.13
20045,Cesar,Becerril,2011,0.24
20060,Cesar,Bosconia,2011,0.15
20175,Cesar,Chimichagua,2011,0.19
20178,Cesar,Chiriguana,2011,0.17
20228,Cesar,Curumani,2011,0.31
20238,Cesar,El Copey,2011,0.26
20250,Cesar,El Paso,2011,0.16
20295,Cesar,Gamarra,2011,0.16
20310,Cesar,Gonzalez,2011,0.12
20383,Cesar,La Gloria,2011,0.22
20400,Cesar,La Jagua De Ibirico,2011,0.27
20443,Cesar,Manaure,2011,0.21
20517,Cesar,Pailitas,2011,0.23
20550,Cesar,Pelaya,2011,0.3
20570,Cesar,Pueblo Bello,2011,0.3
20614,Cesar,Rio De Oro,2011,0.17
20621,Cesar,La Paz,2011,0.32
20710,Cesar,San Alberto,2011,0.25
20750,Cesar,San Diego,2011,0.28
20770,Cesar,San Martin,2011,0.19
20787,Cesar,Tamalameque,2011,0.2
23001,Cordoba,Monteria,2011,0.18
23068,Cordoba,Ayapel,2011,0.18
23079,Cordoba,Buenavista,2011,0.31
23090,Cordoba,Canalete,2011,0.13
23162,Cordoba,Cerete,2011,0.13
23168,Cordoba,Chima,2011,0.11
23182,Cordoba,Chinu,2011,0.15
23189,Cordoba,Cienaga De Oro,2011,0.15
23300,Cordoba,Cotorra,2011,0.18
23350,Cordoba,La Apartada,2011,0.28
23417,Cordoba,Lorica,2011,0.19
23419,Cordoba,Los Cordobas,2011,0.13
23464,Cordoba,Momil,2011,0.15
23466,Cordoba,Montelibano,2011,0.46
23500,Cordoba,Moitos,2011,0.15
23555,Cordoba,Planeta Rica,2011,0.22
23570,Cordoba,Pueblo Nuevo,2011,0.19
23574,Cordoba,Puerto Escondido,2011,0.16
23580,Cordoba,Puerto Libertador,2011,0.77
23586,Cordoba,Purisima,2011,0.12
23660,Cordoba,Sahagun,2011,0.11
23670,Cordoba,San Andres Sotavento,2011,0.13
23672,Cordoba,San Antero,2011,0.25
23675,Cordoba,San Bernardo Del Viento,2011,0.2
23678,Cordoba,San Carlos,2011,0.11
23682,Cordoba,San Jose de Ure,2011,0.27
23686,Cordoba,San Pelayo,2011,0.14
23807,Cordoba,Tierralta,2011,0.56
23815,Cordoba,Tuchin,2011,0.05
23855,Cordoba,Valencia,2011,0.29
25001,Cundinamarca,Agua De Dios,2011,0.01
25019,Cundinamarca,Alban,2011,0.04
25035,Cundinamarca,Anapoima,2011,0.03
25040,Cundinamarca,Anolaima,2011,0.01
25053,Cundinamarca,Arbelaez,2011,0.1
25086,Cundinamarca,Beltran,2011,0.03
25095,Cundinamarca,Bituima,2011,0.06
25099,Cundinamarca,Bojaca,2011,0.06
25120,Cundinamarca,Cabrera,2011,0.29
25123,Cundinamarca,Cachipay,2011,0.03
25126,Cundinamarca,Cajica,2011,0.05
25148,Cundinamarca,Caparrapi,2011,0.18
25151,Cundinamarca,Caqueza,2011,0.03
25154,Cundinamarca,Carmen De Carupa,2011,0.0
25168,Cundinamarca,Chaguani,2011,0.1
25175,Cundinamarca,Chia,2011,0.03
25178,Cundinamarca,Chipaque,2011,0.0
25181,Cundinamarca,Choachi,2011,0.01
25183,Cundinamarca,Choconta,2011,0.04
25200,Cundinamarca,Cogua,2011,0.03
25214,Cundinamarca,Cota,2011,0.04
25224,Cundinamarca,Cucunuba,2011,0.04
25245,Cundinamarca,El Colegio,2011,0.04
25258,Cundinamarca,El Peon,2011,0.11
25260,Cundinamarca,El Rosal,2011,0.07
25269,Cundinamarca,Facatativa,2011,0.07
25279,Cundinamarca,Fomeque,2011,0.05
25281,Cundinamarca,Fosca,2011,0.02
25286,Cundinamarca,Funza,2011,0.04
25288,Cundinamarca,Fuquene,2011,0.02
25290,Cundinamarca,Fusagasuga,2011,0.11
25293,Cundinamarca,Gachala,2011,0.07
25295,Cundinamarca,Gachancipa,2011,0.05
25297,Cundinamarca,Gacheta,2011,0.03
25299,Cundinamarca,Gama,2011,0.01
25307,Cundinamarca,Girardot,2011,0.05
25312,Cundinamarca,Granada,2011,0.09
25317,Cundinamarca,Guacheta,2011,0.02
25320,Cundinamarca,Guaduas,2011,0.1
25322,Cundinamarca,Guasca,2011,0.03
25324,Cundinamarca,Guataqui,2011,0.02
25326,Cundinamarca,Guatavita,2011,0.03
25328,Cundinamarca,Guayabal De Siquima,2011,0.09
25335,Cundinamarca,Guayabetal,2011,0.07
25339,Cundinamarca,Gutierrez,2011,0.11
25368,Cundinamarca,Jerusalen,2011,0.04
25372,Cundinamarca,Junin,2011,0.03
25377,Cundinamarca,La Calera,2011,0.01
25386,Cundinamarca,La Mesa,2011,0.03
25394,Cundinamarca,La Palma,2011,0.12
25398,Cundinamarca,La Pea,2011,0.02
25402,Cundinamarca,La Vega,2011,0.04
25407,Cundinamarca,Lenguazaque,2011,0.02
25426,Cundinamarca,Macheta,2011,0.03
25430,Cundinamarca,Madrid,2011,0.08
25436,Cundinamarca,Manta,2011,0.01
25438,Cundinamarca,Medina,2011,0.27
25473,Cundinamarca,Mosquera,2011,0.09
25483,Cundinamarca,Nario,2011,0.08
25486,Cundinamarca,Nemocon,2011,0.05
25488,Cundinamarca,Nilo,2011,0.03
25489,Cundinamarca,Nimaima,2011,0.07
25491,Cundinamarca,Nocaima,2011,0.01
25506,Cundinamarca,Venecia,2011,0.09
25513,Cundinamarca,Pacho,2011,0.11
25518,Cundinamarca,Paime,2011,0.07
25524,Cundinamarca,Pandi,2011,0.09
25530,Cundinamarca,Paratebueno,2011,0.25
25535,Cundinamarca,Pasca,2011,0.1
25572,Cundinamarca,Puerto Salgar,2011,0.14
25580,Cundinamarca,Puli,2011,0.07
25592,Cundinamarca,Quebradanegra,2011,0.02
25594,Cundinamarca,Quetame,2011,0.05
25596,Cundinamarca,Quipile,2011,0.09
25599,Cundinamarca,Apulo,2011,0.04
25612,Cundinamarca,Ricaurte,2011,0.09
25645,Cundinamarca,San Antonio Del Tequendama,2011,0.07
25649,Cundinamarca,San Bernardo,2011,0.1
25653,Cundinamarca,San Cayetano,2011,0.03
25658,Cundinamarca,San Francisco,2011,0.09
25662,Cundinamarca,San Juan De Rio Seco,2011,0.14
25718,Cundinamarca,Sasaima,2011,0.02
25736,Cundinamarca,Sesquile,2011,0.03
25740,Cundinamarca,Sibate,2011,0.04
25743,Cundinamarca,Silvania,2011,0.1
25745,Cundinamarca,Simijaca,2011,0.02
25754,Cundinamarca,Soacha,2011,0.11
25758,Cundinamarca,Sopo,2011,0.04
25769,Cundinamarca,Subachoque,2011,0.04
25772,Cundinamarca,Suesca,2011,0.03
25777,Cundinamarca,Supata,2011,0.0
25779,Cundinamarca,Susa,2011,0.04
25781,Cundinamarca,Sutatausa,2011,0.0
25785,Cundinamarca,Tabio,2011,0.05
25793,Cundinamarca,Tausa,2011,0.04
25797,Cundinamarca,Tena,2011,0.04
25799,Cundinamarca,Tenjo,2011,0.06
25805,Cundinamarca,Tibacuy,2011,0.1
25807,Cundinamarca,Tibirita,2011,0.0
25815,Cundinamarca,Tocaima,2011,0.02
25817,Cundinamarca,Tocancipa,2011,0.05
25823,Cundinamarca,Topaipi,2011,0.12
25839,Cundinamarca,Ubala,2011,0.15
25841,Cundinamarca,Ubaque,2011,0.03
25843,Cundinamarca,Villa De San Diego De Ubate,2011,0.05
25845,Cundinamarca,Une,2011,0.07
25851,Cundinamarca,Utica,2011,0.07
25862,Cundinamarca,Vergara,2011,0.08
25867,Cundinamarca,Viani,2011,0.04
25871,Cundinamarca,Villagomez,2011,0.03
25873,Cundinamarca,Villapinzon,2011,0.05
25875,Cundinamarca,Villeta,2011,0.12
25878,Cundinamarca,Viota,2011,0.15
25885,Cundinamarca,Yacopi,2011,0.17
25898,Cundinamarca,Zipacon,2011,0.01
25899,Cundinamarca,Zipaquira,2011,0.06
27001,Choco,Quibdo,2011,0.44
27006,Choco,Acandi,2011,0.27
27025,Choco,Alto Baudo,2011,0.45
27050,Choco,Atrato,2011,0.1
27073,Choco,Bagado,2011,0.31
27075,Choco,Bahia Solano,2011,0.21
27077,Choco,Bajo Baudo,2011,0.45
27099,Choco,Bojaya,2011,0.35
27135,Choco,El Canton Del San Pablo,2011,0.26
27150,Choco,Carmen Del Darien,2011,0.35
27160,Choco,Certegui,2011,0.11
27205,Choco,Condoto,2011,0.21
27245,Choco,El Carmen De Atrato,2011,0.34
27250,Choco,El Litoral Del San Juan,2011,0.36
27361,Choco,Istmina,2011,0.56
27372,Choco,Jurado,2011,0.31
27413,Choco,Lloro,2011,0.17
27425,Choco,Medio Atrato,2011,0.28
27430,Choco,Medio Baudo,2011,0.36
27450,Choco,Medio San Juan,2011,0.31
27491,Choco,Novita,2011,0.38
27495,Choco,Nuqui,2011,0.23
27580,Choco,Rio Iro,2011,0.22
27600,Choco,Rio Quito,2011,0.16
27615,Choco,Riosucio,2011,0.34
27660,Choco,San Jose Del Palmar,2011,0.56
27745,Choco,Sipi,2011,0.48
27787,Choco,Tado,2011,0.42
27800,Choco,Unguia,2011,0.31
27810,Choco,Union Panamericana,2011,0.16
41001,Huila,Neiva,2011,0.26
41006,Huila,Acevedo,2011,0.24
41013,Huila,Agrado,2011,0.13
41016,Huila,Aipe,2011,0.22
41020,Huila,Algeciras,2011,0.51
41026,Huila,Altamira,2011,0.1
41078,Huila,Baraya,2011,0.47
41132,Huila,Campoalegre,2011,0.29
41206,Huila,Colombia,2011,0.46
41244,Huila,Elias,2011,0.09
41298,Huila,Garzon,2011,0.26
41306,Huila,Gigante,2011,0.19
41319,Huila,Guadalupe,2011,0.13
41349,Huila,Hobo,2011,0.24
41357,Huila,Iquira,2011,0.3
41359,Huila,Isnos,2011,0.37
41378,Huila,La Argentina,2011,0.16
41396,Huila,La Plata,2011,0.24
41483,Huila,Nataga,2011,0.21
41503,Huila,Oporapa,2011,0.18
41518,Huila,Paicol,2011,0.06
41524,Huila,Palermo,2011,0.22
41530,Huila,Palestina,2011,0.18
41548,Huila,Pital,2011,0.15
41551,Huila,Pitalito,2011,0.23
41615,Huila,Rivera,2011,0.22
41660,Huila,Saladoblanco,2011,0.22
41668,Huila,San Agustin,2011,0.25
41676,Huila,Santa Maria,2011,0.21
41770,Huila,Suaza,2011,0.2
41791,Huila,Tarqui,2011,0.14
41797,Huila,Tesalia,2011,0.14
41799,Huila,Tello,2011,0.3
41801,Huila,Teruel,2011,0.15
41807,Huila,Timana,2011,0.13
41872,Huila,Villavieja,2011,0.12
41885,Huila,Yaguara,2011,0.05
44001,La Guajira,Riohacha,2011,0.3
44035,La Guajira,Albania,2011,0.16
44078,La Guajira,Barrancas,2011,0.28
44090,La Guajira,Dibulla,2011,0.52
44098,La Guajira,Distraccion,2011,0.21
44110,La Guajira,El Molino,2011,0.31
44279,La Guajira,Fonseca,2011,0.29
44378,La Guajira,Hatonuevo,2011,0.16
44420,La Guajira,La Jagua Del Pilar,2011,0.18
44430,La Guajira,Maicao,2011,0.26
44560,La Guajira,Manaure,2011,0.1
44650,La Guajira,San Juan Del Cesar,2011,0.26
44847,La Guajira,Uribia,2011,0.09
44855,La Guajira,Urumita,2011,0.26
44874,La Guajira,Villanueva,2011,0.23
47001,Magdalena,Santa Marta,2011,0.24
47030,Magdalena,Algarrobo,2011,0.26
47053,Magdalena,Aracataca,2011,0.26
47058,Magdalena,Ariguani,2011,0.18
47161,Magdalena,Cerro San Antonio,2011,0.08
47170,Magdalena,Chibolo,2011,0.22
47189,Magdalena,Cienaga,2011,0.27
47205,Magdalena,Concordia,2011,0.07
47245,Magdalena,El Banco,2011,0.18
47258,Magdalena,El Pion,2011,0.11
47268,Magdalena,El Reten,2011,0.2
47288,Magdalena,Fundacion,2011,0.27
47318,Magdalena,Guamal,2011,0.11
47460,Magdalena,Nueva Granada,2011,0.14
47541,Magdalena,Pedraza,2011,0.16
47545,Magdalena,Pijio Del Carmen,2011,0.1
47551,Magdalena,Pivijay,2011,0.24
47555,Magdalena,Plato,2011,0.25
47570,Magdalena,Puebloviejo,2011,0.11
47605,Magdalena,Remolino,2011,0.12
47660,Magdalena,Sabanas de San Angel,2011,0.26
47675,Magdalena,Salamina,2011,0.11
47692,Magdalena,San Sebastian De Buenavista,2011,0.12
47703,Magdalena,San Zenon,2011,0.1
47707,Magdalena,Santa Ana,2011,0.1
47720,Magdalena,Santa Barbara de Pinto,2011,0.09
47745,Magdalena,Sitionuevo,2011,0.18
47798,Magdalena,Tenerife,2011,0.24
47960,Magdalena,Zapayan,2011,0.09
47980,Magdalena,Zona Bananera,2011,0.23
50001,Meta,Villavicencio,2011,0.24
50006,Meta,Acacias,2011,0.22
50110,Meta,Barranca De Upia,2011,0.16
50124,Meta,Cabuyaro,2011,0.19
50150,Meta,Castilla La Nueva,2011,0.12
50223,Meta,Cubarral,2011,0.38
50226,Meta,Cumaral,2011,0.22
50245,Meta,El Calvario,2011,0.08
50251,Meta,El Castillo,2011,0.55
50270,Meta,El Dorado,2011,0.33
50287,Meta,Fuente De Oro,2011,0.24
50313,Meta,Granada,2011,0.35
50318,Meta,Guamal,2011,0.23
50325,Meta,Mapiripan,2011,0.74
50330,Meta,Mesetas,2011,0.72
50350,Meta,La Macarena,2011,0.63
50370,Meta,Uribe,2011,0.73
50400,Meta,Lejanias,2011,0.4
50450,Meta,Puerto Concordia,2011,0.46
50568,Meta,Puerto Gaitan,2011,0.57
50573,Meta,Puerto Lopez,2011,0.29
50577,Meta,Puerto Lleras,2011,0.63
50590,Meta,Puerto Rico,2011,0.94
50606,Meta,Restrepo,2011,0.22
50680,Meta,San Carlos De Guaroa,2011,0.14
50683,Meta,San Juan De Arama,2011,0.74
50686,Meta,San Juanito,2011,0.1
50689,Meta,San Martin,2011,0.3
50711,Meta,Vistahermosa,2011,1.0
52001,Nario,Pasto,2011,0.19
52019,Nario,Alban,2011,0.1
52022,Nario,Aldana,2011,0.11
52036,Nario,Ancuya,2011,0.15
52051,Nario,Arboleda,2011,0.05
52079,Nario,Barbacoas,2011,0.95
52083,Nario,Belen,2011,0.08
52110,Nario,Buesaco,2011,0.12
52203,Nario,Colon,2011,0.12
52207,Nario,Consaca,2011,0.15
52210,Nario,Contadero,2011,0.06
52215,Nario,Cordoba,2011,0.19
52224,Nario,Cuaspud,2011,0.09
52227,Nario,Cumbal,2011,0.25
52233,Nario,Cumbitara,2011,0.74
52240,Nario,Chachagui,2011,0.11
52250,Nario,El Charco,2011,0.66
52254,Nario,El Peol,2011,0.2
52256,Nario,El Rosario,2011,0.44
52258,Nario,El Tablon de Gomez,2011,0.24
52260,Nario,El Tambo,2011,0.2
52287,Nario,Funes,2011,0.08
52317,Nario,Guachucal,2011,0.11
52320,Nario,Guaitarilla,2011,0.05
52323,Nario,Gualmatan,2011,0.02
52352,Nario,Iles,2011,0.04
52354,Nario,Imues,2011,0.06
52356,Nario,Ipiales,2011,0.31
52378,Nario,La Cruz,2011,0.17
52381,Nario,La Florida,2011,0.14
52385,Nario,La Llanada,2011,0.52
52390,Nario,La Tola,2011,0.36
52399,Nario,La Union,2011,0.17
52405,Nario,Leiva,2011,0.35
52411,Nario,Linares,2011,0.25
52418,Nario,Los Andes,2011,0.51
52427,Nario,Magui,2011,0.53
52435,Nario,Mallama,2011,0.43
52473,Nario,Mosquera,2011,0.29
52480,Nario,Nario,2011,0.16
52490,Nario,Olaya Herrera,2011,0.49
52506,Nario,Ospina,2011,0.04
52520,Nario,Francisco Pizarro,2011,0.3
52540,Nario,Policarpa,2011,0.83
52560,Nario,Potosi,2011,0.17
52565,Nario,Providencia,2011,0.22
52573,Nario,Puerres,2011,0.29
52585,Nario,Pupiales,2011,0.09
52612,Nario,Ricaurte,2011,0.86
52621,Nario,Roberto Payan,2011,0.7
52678,Nario,Samaniego,2011,0.7
52683,Nario,Sandona,2011,0.19
52685,Nario,San Bernardo,2011,0.1
52687,Nario,San Lorenzo,2011,0.13
52693,Nario,San Pablo,2011,0.25
52694,Nario,San Pedro De Cartago,2011,0.11
52696,Nario,Santa Barbara,2011,0.54
52699,Nario,Santacruz,2011,0.6
52720,Nario,Sapuyes,2011,0.08
52786,Nario,Taminango,2011,0.21
52788,Nario,Tangua,2011,0.13
52835,Nario,San Andres De Tumaco,2011,0.63
52838,Nario,Tuquerres,2011,0.19
52885,Nario,Yacuanquer,2011,0.04
54001,Norte De Santander,Cucuta,2011,0.18
54003,Norte De Santander,Abrego,2011,0.24
54051,Norte De Santander,Arboledas,2011,0.13
54099,Norte De Santander,Bochalema,2011,0.13
54109,Norte De Santander,Bucarasica,2011,0.23
54125,Norte De Santander,Cacota,2011,0.05
54128,Norte De Santander,Cachira,2011,0.24
54172,Norte De Santander,Chinacota,2011,0.21
54174,Norte De Santander,Chitaga,2011,0.13
54206,Norte De Santander,Convencion,2011,0.72
54223,Norte De Santander,Cucutilla,2011,0.1
54239,Norte De Santander,Durania,2011,0.19
54245,Norte De Santander,El Carmen,2011,0.35
54250,Norte De Santander,El Tarra,2011,0.93
54261,Norte De Santander,El Zulia,2011,0.31
54313,Norte De Santander,Gramalote,2011,0.08
54344,Norte De Santander,Hacari,2011,0.54
54347,Norte De Santander,Herran,2011,0.07
54377,Norte De Santander,Labateca,2011,0.16
54385,Norte De Santander,La Esperanza,2011,0.27
54398,Norte De Santander,La Playa,2011,0.34
54405,Norte De Santander,Los Patios,2011,0.13
54418,Norte De Santander,Lourdes,2011,0.09
54480,Norte De Santander,Mutiscua,2011,0.04
54498,Norte De Santander,Ocaa,2011,0.21
54518,Norte De Santander,Pamplona,2011,0.12
54520,Norte De Santander,Pamplonita,2011,0.06
54553,Norte De Santander,Puerto Santander,2011,0.24
54599,Norte De Santander,Ragonvalia,2011,0.15
54660,Norte De Santander,Salazar,2011,0.17
54670,Norte De Santander,San Calixto,2011,0.63
54673,Norte De Santander,San Cayetano,2011,0.24
54680,Norte De Santander,Santiago,2011,0.24
54720,Norte De Santander,Sardinata,2011,0.52
54743,Norte De Santander,Silos,2011,0.07
54800,Norte De Santander,Teorama,2011,0.72
54810,Norte De Santander,Tibu,2011,0.83
54820,Norte De Santander,Toledo,2011,0.24
54871,Norte De Santander,Villa Caro,2011,0.11
54874,Norte De Santander,Villa Del Rosario,2011,0.17
63001,Quindio,Armenia,2011,0.11
63111,Quindio,Buenavista,2011,0.1
63130,Quindio,Calarca,2011,0.21
63190,Quindio,Circasia,2011,0.07
63212,Quindio,Cordoba,2011,0.2
63272,Quindio,Filandia,2011,0.11
63302,Quindio,Genova,2011,0.24
63401,Quindio,La Tebaida,2011,0.1
63470,Quindio,Montenegro,2011,0.13
63548,Quindio,Pijao,2011,0.3
63594,Quindio,Quimbaya,2011,0.08
63690,Quindio,Salento,2011,0.17
66001,Risaralda,Pereira,2011,0.15
66045,Risaralda,Apia,2011,0.14
66075,Risaralda,Balboa,2011,0.17
66088,Risaralda,Belen De Umbria,2011,0.1
66170,Risaralda,Dosquebradas,2011,0.08
66318,Risaralda,Guatica,2011,0.13
66383,Risaralda,La Celia,2011,0.15
66400,Risaralda,La Virginia,2011,0.13
66440,Risaralda,Marsella,2011,0.1
66456,Risaralda,Mistrato,2011,0.32
66572,Risaralda,Pueblo Rico,2011,0.36
66594,Risaralda,Quinchia,2011,0.2
66682,Risaralda,Santa Rosa De Cabal,2011,0.1
66687,Risaralda,Santuario,2011,0.18
68001,Santander,Bucaramanga,2011,0.13
68013,Santander,Aguada,2011,0.03
68020,Santander,Albania,2011,0.06
68051,Santander,Aratoca,2011,0.04
68077,Santander,Barbosa,2011,0.13
68079,Santander,Barichara,2011,0.04
68081,Santander,Barrancabermeja,2011,0.29
68092,Santander,Betulia,2011,0.08
68101,Santander,Bolivar,2011,0.34
68121,Santander,Cabrera,2011,0.07
68132,Santander,California,2011,0.06
68147,Santander,Capitanejo,2011,0.03
68152,Santander,Carcasi,2011,0.03
68160,Santander,Cepita,2011,0.05
68162,Santander,Cerrito,2011,0.06
68167,Santander,Charala,2011,0.07
68169,Santander,Charta,2011,0.12
68176,Santander,Chima,2011,0.21
68179,Santander,Chipata,2011,0.01
68190,Santander,Cimitarra,2011,0.22
68207,Santander,Concepcion,2011,0.06
68209,Santander,Confines,2011,0.03
68211,Santander,Contratacion,2011,0.08
68217,Santander,Coromoro,2011,0.16
68229,Santander,Curiti,2011,0.07
68235,Santander,El Carmen De Chucuri,2011,0.12
68245,Santander,El Guacamayo,2011,0.05
68250,Santander,El Peon,2011,0.41
68255,Santander,El Playon,2011,0.17
68264,Santander,Encino,2011,0.13
68266,Santander,Enciso,2011,0.04
68271,Santander,Florian,2011,0.17
68276,Santander,Floridablanca,2011,0.08
68296,Santander,Galan,2011,0.12
68298,Santander,Gambita,2011,0.03
68307,Santander,Giron,2011,0.11
68318,Santander,Guaca,2011,0.08
68320,Santander,Guadalupe,2011,0.07
68322,Santander,Guapota,2011,0.0
68324,Santander,Guavata,2011,0.13
68327,Santander,Guepsa,2011,0.1
68344,Santander,Hato,2011,0.11
68368,Santander,Jesus Maria,2011,0.07
68370,Santander,Jordan,2011,0.05
68377,Santander,La Belleza,2011,0.23
68385,Santander,Landazuri,2011,0.29
68397,Santander,La Paz,2011,0.05
68406,Santander,Lebrija,2011,0.15
68418,Santander,Los Santos,2011,0.05
68425,Santander,Macaravita,2011,0.05
68432,Santander,Malaga,2011,0.09
68444,Santander,Matanza,2011,0.14
68464,Santander,Mogotes,2011,0.08
68468,Santander,Molagavita,2011,0.05
68498,Santander,Ocamonte,2011,0.04
